respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
100173,2,1,190109,1,2,29,1,29127,R,2,1,1,1,1,1,2, , , ,1,1,1,1,1,2,1,2,2,1,BECAUSE I HAVE HOTSPOT ON MY PHONE,3,1,2,1,2,1,2,2,2,2,4, ,1, ,3,2,1,2,0, , , ,48,3,4,5,2,1, , , ,1, ,9,8,1,1, , , ,2,1.0127513,.8834684
100174,2,1,190109,1,3,47,1,47085,R,2,1,1,1,3,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,1,1,2,2,2,5, ,5, ,2,1,2,2,1,1,2,2,58,6,3,3,2,1, , , ,1, ,2,1, ,2,2, , ,1,.8718679,.9233272
100175,2,1,190109,1,4,6,5,28027,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,2,2,2, ,1,2,2,1,1,1,1,6,2,2,1,23,6,4,2,2,1, , , ,1, ,1,2, ,3,2, , ,2,2.2433447,2.0699671
100176,2,1,190109,1,3,47,1,47131,R,2,2,1,1,2,1,1,2, , ,1,4, , , , , , , , , , ,2,1,1,1,2,2,2,2,2, ,1,1,3, ,2,1,2,0, , , ,68,1,2,3,2,1, , , ,1, ,5,2, ,1, , , ,1,.6882725,1.6792648
100178,2,1,190109,1,4,2,2,2020,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,2,1,1,2,4, ,2, ,2,1,1,2,12,1,1,1,38,1,5,5,2,1, , , ,1, ,8,1, ,5,2, , ,1,.9867257,1.035058
100180,2,1,190109,1,2,20,4,20091,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,4, ,3,1,1,1,15,1,2,2,50,1,6,1,2,1, , , ,1, ,8,1, ,3,2, , ,2,.5446998,.4166575
100181,2,1,190109,1,3,48,4,48029,U,2,2,1,1,3,1,1,1,1, ,2, ,1,2,2,1, ,2,2,2, , ,2,1,2,1,1,2,2,2,2, ,1, ,1,1,2,2,2,0, , , ,28,2,3,4,1,1, , , ,1,1,1,3,1,8,6, , ,2,1.0306531,.9025531
100185,2,1,190109,1,4,15,2,15007, ,2,1,1,1,1,1,1,4, , ,1,1,1,1,8,2,1,1,2,1,truck driver no need for anything else,3,2,1,1,2,1,8,1,8,8, ,5,1, ,1,1,2,2,1,1,2,2,57,3,4,1,2,1, , , ,1, ,99,9,1,1, , , ,2,.6267628,.5285333
100186,2,1,190109,1,4,2,2,2020,U,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,1, ,4,2,1,2,96,1,1,1,28,6,8,1,2,1,5, , ,4, ,9,3,2,3,3, , ,1,2.2433447,2.069967
100187,2,1,190109,1,4,2,2,2020,U,2,1,1,1,5,2,2, , , ,2, ,2,2,1,1, ,2,1,1,no,2,2,2,1,2,1,2,2,1,2, , ,5, ,2,2,2,2,1,1,2,2,68,3,4,1,2,5, , , ,5, ,4,2, ,1, , , ,2,1.8825025,2.0699671
100188,2,1,190109,1,4,2,1,2090, ,2,1,1,1,1,1,1,1,1, ,1,1,2,2,1,2,1,2,2,2, ,3,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,0, , , ,27,6,3,4,2,5, , , ,5, ,3,2, ,9,9, , ,9,1.7624105,1.7020592
100189,2,1,190109,1,4,49,3,49057,U,2,2,1,1,2,1,2, , , ,1,3,2,2,1,1,1,1,1,2, ,3,1,1,1,2,1,2,2,2,2,2,5,1, ,2,1,1,2,10,1,2,2,26,4,4,4,2,1, , , ,1, ,2,3,2,2,2, , ,2,2.2433447,2.0699671
100190,2,1,190109,1,3,48,4,16083,U,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,4, ,2,2,1,1,30,1,1,2,25,1,6,1,2,1, , , ,1, ,4,3,1,3,2, , ,2,1.5179008,1.1904706
100191,2,1,190109,1,4,49,2,16083,S,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,2,1,1,1,1,2,2,1,4, ,1,1,1,1,0, , , ,23,6,3,1,2,1, , , ,1, ,3,1, ,2,2, , ,2,.8497967,.6353681
100193,2,1,190109,1,4,49,4,49035,S,2,1,1,1,5,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,1,2,1,2, , ,5, ,2,1,1,2,20,1,1,1,50,1,8,1,2,3, , , ,3, ,9,3,2,3,3, , ,1,1.1538582,1.1519896
100194,2,1,190109,1,4,49,4,49035,U,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,2,2,1, ,1,2, ,3,1,1,2,15,1,2,1,23,6,3,1,2,1, , , ,1, ,2,3,2,4,4, , ,2,.7700813,.5774659
100195,2,1,190109,1,4,8,3,8059,U,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,1,2,2,1,2,2,1,2,1,4, , ,2,1,1,1,10,1,2,2,50,1,6,1,2,1, , , ,1, ,9,2, ,4,2, , ,1,.4068481,.4013122
100196,2,1,190109,1,4,30,1,30031,R,2,2,1,2,3,2,2, , , ,1,2,2,2,1,2,2,1,1,2, ,1,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,25,1,1,2,69,1,6,3,2,1, , , ,1, ,7,2, ,2,2, , ,2,.4079108,.5608998
100199,2,1,190109,1,2,46,1,46103,R,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2,1,1,8,1,2,1,21,6,3,7,2,1, , , ,1, ,7,1, ,5,5, , ,1,.8841771,.722133
100201,2,1,190109,1,4,49,4,49035,S,2,1,1,1,3,2,1,2, , ,1,1, , , , , , , , , , ,2,1,2,2,1,1,2,2,2, ,3, , ,4,2,1,2,2,1,2,2,79,1,6,3,2,1, , , ,1, ,6,1, ,2,2, , ,1,.3474053,.3813475
100202,2,1,190109,1,4,35,3,35001,U,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,1,3,2,2,1,50,1,5,1,2,1, , , ,1, ,9,1, ,2,2, , ,2,.9009366,.7827948
100203,2,1,190109,1,4,8,3,8031,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,2,1,2,2,1,1,3,1,2,2,1,2,10,1,2,2,19,6,4,2,2,1, , , ,1, ,8,3,2,4,3, , ,1,2.2433447,2.0699671
100206,2,1,190109,1,4,49,4,49035,S,2,2,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,2,2, , , , , ,2,1,1,25,1,1,2,68,1,8,3,2,1, , , ,1, ,9,1, ,3,3, , ,1,.3995981,.5159874
100207,2,1,190109,1,4,49,1,49035,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,1,1,1,2, ,5,3, ,3,1,1,2,10,2,1,2,27,1,6,2,2,1, , , ,1, ,5,1, ,3,2, , ,2,1.1944143,1.0644006
100209,2,1,190109,1,4,6,4,6067,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,1,2,1,2, ,2,1, ,4,2,1,2,30,1,2,1,51,1,8,1,2,1, , , ,1, ,8,2, ,3,3, , ,1,.439131,.3621885
100210,2,1,190109,1,4,41,2,41051,S,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,1,2,1,2, , ,3, ,1,2,1,2,4,1,2,2,68,1,6,3,2,1, , , ,1, ,7,1, ,2,2, , ,2,.4088151,.419585
100213,2,1,190109,1,4,6,3,6077,S,2,1,2,2, ,2,2, , , ,2, ,2,2,2,2, ,2,2,1,Just dont need it, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,63,3,3,6,2,1, , , ,1, ,2,1, ,1, , , ,2,.8727015,.7741009
100214,2,1,190109,1,4,6,3,6111, ,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,2,2,2,1,5,3,2,1,1,2,1,1,30,1,2,1,26,6,4,4,1,1, , , ,1,1,2,2, ,1, , , ,2,2.0601237,1.6706265
100215,2,1,190109,1,4,6,5,6037,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,3, , ,2,2,1,3,1,2,2,48,1,4,2,2,1, , , ,1, ,99,8,8,5,4, , ,1,1.5271336,1.5677521
100218,2,1,190109,1,4,6,5,6037,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,1,1,2,2,2,2, ,1,1,3,1,2,1,1,12,1,1,2,20,6,3,2,2,1, , , ,1, ,9,2, ,4,4, , ,1,1.0472567,.8423972
100219,2,1,190110,1,3,12,3,12053,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,1,1,1,2, , ,2, ,1,1,1,1,3,1,2,2,32,1,6,1,2,1, , , ,1, ,7,1, ,4,2, , ,2,1.0085038,.7758437
100220,2,1,190110,1,2,39,4,39153,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,1,1, , , , ,1,1,1,1,0, , , ,32,6,7,1,2,1, , , ,1, ,8,2, ,3,3, , ,2,.9137952,.6625391
100221,2,1,190110,1,3,24,4,24003,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,2,2,1,1,5,1,1,1,1,1,1,1,10,1,2,2,20,6,3,2,2,3, , , ,3, ,6,3,8,4,3, , ,2,1.0961006,.8785868
100224,2,1,190110,1,3,12,2,12083,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,2,1,2,2,1,1,3,1,2,1,2,1,0, , , ,19,6,3,1,2,1, , , ,1, ,98,8,8,4,3, , ,2,1.8501246,1.4338009
100225,2,1,190110,1,1,36,3,36063,U,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,2,1,1,1,2,2,3,1,1, ,3,1,1,1,9,1,2,2,99,1,4,1,9,9, , , ,9, ,8,2, ,3,2, , ,2,1.0681374,1.262009
100226,2,1,190110,1,3,48,1,47093,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,3,1,2,1,55,3,4,2,2,1, , , ,1, ,3,1, ,1, , , ,1,.4383148,.6348617
100229,2,1,190110,1,1,33,2,33017,S,2,1,1,1,2,1,1,8, , ,1,1,1,2,1,1,1,1,8,1,money,4,2,2,1,2,1,1,2,1,2, , ,5, ,2,1,1,2,2,1,2,2,73,1,7,2,2,1, , , ,1, ,8,1, ,2,2, , ,1,.4206466,.5138718
100234,2,1,190110,1,3,37,1,37163, ,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,2,1,1,1,1,2,1, ,1, ,1,1,1,1,1,6,1,2,2,18,6,3,2,2,1, , , ,1, ,98,1, ,7,5, , ,1,.9247118,.7631892
100235,2,1,190110,1,1,34,4,34025,S,2,1,1,2,2,1,1,2, , ,2, , , , , , , , , , , ,2,2,1,2,1,2,1,2,1, , ,1, ,8,2,1,2,98,1,2,2,69,6,6,4,1,1, , , ,1,1,2,3,2,2,2, , ,1,.3532422,.4777871
100236,2,1,190110,1,3,12,4,12031,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,3,1, ,1,2,2,1,1,1,2,1,23,6,4,1,1,3,7, , ,4,1,4,4,2,3,3, , ,2,2.2433447,1.6487136
100237,2,1,190110,1,3,45,2,45015,S,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,6,1,2,2,60,1,5,1,2,1, , , ,1, ,8,3,1,3,3, , ,1,.7617258,.6425872
100238,2,1,190110,1,1,9,4,9003,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,2,1,2,2,3,1,2,5,2,1,1,2,4,1,2,2,39,1,6,1,2,1, , , ,1, ,8,3,8,5,2, , ,2,.6770468,.5906564
100239,2,1,190110,1,3,12,3,12057,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,8,1,1,2,2,1, , ,1, ,3,2,1,2,3,2,1,1,34,1,3,1,9,9, , , ,9, ,6,1, ,6,2, , ,2,1.2689948,.9520058
100241,2,1,190110,1,3,21,2,21011,R,2,1,1,1,3,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,1,2,2,2,2,2, ,2, ,2,2,1,1,3,2,1,2,22,6,3,1,2,9, , , ,9, ,3,3,1,2,2, , ,2,1.0670331,.7724762
100242,2,1,190110,1,1,9,4,9003, ,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,1,2,1,2,2,99,6,3,1,2,1, , , ,1, ,2,3,2,2,2, , ,1,.8509316,.8556273
100244,2,1,190110,1,3,13,5,13121,S,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,1,1, ,1,2,1,2,2,1,2,2,49,3,6,5,2,1, , , ,1, ,5,2, ,3,3, , ,2,1.1727591,1.0255136
100245,2,1,190110,1,3,12,4,51087,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,2,2,1,2,2,1,1,3,1, , ,2,2,1,1,8,1,2,1,40,1,4,1,2,1,3, , ,4, ,8,3,1,2,2, , ,1,1.451793,1.3736165
100246,2,1,190110,1,3,24,5,24510,U,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,1,1,1,2,5,1,1, ,3,1,1,1,40,1,2,2,30,1,8,1,2,1, , , ,1, ,9,2, ,2,2, , ,2,2.1326883,1.7366375
100247,2,1,190110,1,3,12,4,12031, ,2,1,1,1,1,1,2, , , ,1,4,1,1,1,2,2,1,8,2, ,1,1,1,1,2,1,1,1,1,1,3,2,1, ,1,1,1,1,6,2,1,2,40,1,5,3,2,1, , , ,1, ,99,3,8,9,2, , ,2,1.3212089,1.1437348
100248,2,1,190110,1,3,12,3,12009,U,2,1,1,1,1,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,1,2, , , , ,5,2,1,2,45,1,2,2,58,1,7,1,2,1, , , ,1, ,9,3,2,3,3, , ,1,.4063915,.3621883
100249,2,1,190110,1,3,51,2,51087,U,2,2,2,2, ,2,2, , , ,1,9,2,2,1,2,1,2,1,1,dont want to pay,6,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,4,1,2,2,82,5,6,3,2,1, , , ,1, ,99,1, ,1, , , ,1,.3558412,.6902364
100250,2,1,190110,1,3,37,1,37121,R,2,2,2,2, ,2,2, , , ,2, ,2,2,2,1, ,2,1,2, ,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,1,1,2,2,75,3,2,3,2,1, , , ,1, ,1,3,8,1, , , ,2,1.1064614,1.6792648
100251,2,1,190110,1,3,12,2,12069, ,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,2,1,2,2,2,2,3, ,3, ,5,2,1,2,4,1,2,2,61,3,4,1,2,1, , , ,1, ,98,3,1,9,1, , ,1,.6687677,.6425872
100254,2,1,190110,1,2,26,1,26007,R,2,1,1,2,2,1,1,2, , ,2, , , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,30,1,2,2,58,1,3,1,2,1, , , ,1, ,5,1, ,3,2, , ,2,.981012,.8736563
100255,2,1,190110,1,3,45,3,45045,S,2,1,1,1,2,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,1,1,1,1,2,1,2,2,54,1,4,4,2,1, , , ,1, ,3,1, ,7,3, , ,2,1.131246,.9517166
100258,2,1,190110,1,1,36,5,36047,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,50,1,2,2,20,6,4,2,2,1, , , ,1, ,1,2, ,2,2, , ,1,2.2433447,2.0699671
100259,2,1,190110,1,2,39,3,39049,U,2,1,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,1,2,2,1,2, , , , ,3,1,1,1,96,1,2,2,40,1,6,1,2,1, , , ,1, ,9,1, ,4,2, , ,1,.6020104,.6147414
100260,2,1,190110,1,3,21,4,21111,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,1,2,2,1, ,3,3, ,2,2,1,1,10,1,2,2,30,1,8,1,2,1, , , ,1, ,9,2, ,2,2, , ,2,.9556877,.700207
100261,2,1,190110,1,3,12,2,12105, ,2,2,1,1,5,1,1,2, , ,2, , , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,0, , , ,87,5,3,3,2,1, , , ,1, ,3,1, ,1, , , ,9,1.2357776,1.6996992
100264,2,1,190110,1,3,1,2,13317,U,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,25,1,2,2,77,5,7,3,2,1, , , ,1, ,7,3,1,1, , , ,1,.3474053,.5101285
100266,2,1,190110,1,3,12,4,12031,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,2,2,2, ,5,1,5,2,2,2,2,0, , , ,25,2,3,2,2,2, , , ,2, ,3,3,2,4,2, , ,2,.9495142,.7546925
100269,2,1,190110,1,3,51,5,51730,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,2,1,1,2,2,1,2,2,5, ,5,5, ,1,1,2,6,1,2,2,67,3,6,1,2,1, , , ,1, ,6,3,1,1, , , ,1,.4530663,.9151438
100270,2,1,190110,1,3,24,4,11001,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,2,1,2,2,4,2,1, ,1,1,1,2,20,1,2,2,32,6,7,1,2,2, , , ,2, ,7,2, ,2,2, , ,2,.7076008,.5333517
100272,2,1,190110,1,3,13,4,13121,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,1,1,2, ,5,3, ,2,1,1,1,4,1,1,1,50,1,7,1,2,1, , , ,1, ,8,2, ,3,2, , ,2,.5696713,.4403462
100273,2,1,190110,1,3,12,2,12119,R,2,2,1,1,5,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,5,1,2,2,65,1,5,3,2,1, , , ,1, ,99,9,9,3,3, , ,1,.8909002,1.2270136
100274,2,1,190110,1,3,45,3,45083,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,1,0, , , ,54,1,3,1,2,1, , , ,1, ,4,3,1,4,2, , ,2,1.4609538,1.1681979
100275,2,1,190112,1,1,42,4,42003, ,2,1,1,1,3,1,2, , , ,1,1,2,1,1,1,2,1,2,2, ,2,2,2,1,2,1,1,2,1,2, , ,2, ,5,2,2,2,1,1,2,2,38,9,6,4,2,2, , , ,2, ,1,2, ,9,9, , ,2,.7221732,.5720176
100276,2,1,190110,1,3,21,4,18037,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,2,2,1, ,5,1, ,1,2,1,1,0, , , ,34,1,4,1,2,1, , , ,1, ,8,3,2,3,2, , ,2,1.9916083,1.4892578
100282,2,1,190110,1,3,12,3,12009, ,2,2,1,1,3,2,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,2,2,2,2,1,87,5,6,3,2,1, , , ,1, ,4,4,1,1, , , ,1,.3474053,.6950989
100285,2,1,190110,1,1,25,4,25025,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,2,2,1,2,5,4,1,5,1,2,1,2,50,1,2,1,57,1,6,4,2,1,5, , ,4, ,6,2, ,2,2, , ,1,.5882982,.5321227
100287,2,1,190112,1,1,42,3,42079,S,2,2,2,2, ,2,2, , , ,2, ,8,2,1,2, ,1,2,2, ,4,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,72,3,3,4,2,1, , , ,1, ,2,1, ,1, , , ,2,1.139572,1.7242331
100289,2,1,190110,1,3,51,3,51061,S,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,1, ,2,1,1,2,1,1,2,2,49,1,4,1,2,1, , , ,1, ,8,1, ,4,4, , ,2,1.487938,1.4477524
100290,2,1,190110,1,2,39,4,39061, ,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,2,2,1,2,2, , ,3, , ,1,1,2,10,1,1,1,71,1,6,1,2,1, , , ,1, ,99,1, ,2,2, , ,1,.4212071,.5935862
100294,2,1,190110,1,1,25,4,25021,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,3,3, ,4,2,1,2,3,1,2,2,70,1,6,3,2,1, , , ,1, ,6,2, ,2,2, , ,1,.4247968,.6319373
100296,2,1,190110,1,3,51,2,51073,S,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,2,1,1,2,5,1,2,2,55,6,6,1,2,1, , , ,1, ,8,1, ,1, , , ,2,.4390651,.3621883
100297,2,1,190110,1,1,25,4,26125,S,2,2,1,1,3,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,2,2,1,2,2, , , , , ,1,1,1,3,1,1,2,48,1,6,8,2,1, , , ,1, ,9,1, ,5,2, , ,1,.6839943,.7081513
100298,2,1,190110,1,2,39,5,39035,U,2,2,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,2,1,1,2,5, ,4, ,1,2,1,2,20,1,2,2,48,3,6,1,2,1, , , ,1, ,1,4,8,1, , , ,2,1.1213513,.9703455
100302,2,1,190110,1,1,36,5,36061,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,25,2,3,1,2,2, , , ,2, ,3,3,8,2,2, , ,2,1.413728,1.2367922
100303,2,1,190110,1,3,54,2,54107,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,2,2,2, ,3,1, ,3,2,1,1,0, , , ,62,1,3,3,2,1, , , ,1, ,6,2, ,2,2, , ,1,.9737664,.9345629
100304,2,1,190110,1,3,12,3,12099,S,2,1,1,1,3,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,2,3,1,2,2,58,2,5,6,2,1, , , ,1, ,5,1, ,2,1, , ,2,.7525738,.647114
100306,2,1,190110,1,1,42,3,42079,S,2,1,2,1,4,2,2, , , ,1,1,2,2,2,2,1,1,1,2, ,3,2,2,2,2,2,2,2,2,2, , , , , ,2,2,1,0, , , ,23,6,2,1,2,1, , , ,1, ,7,1, ,1, , , ,2,.9839643,.7836264
100308,2,1,190110,1,1,9,4,9003,S,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,2,1,2,2,2,2,4,3,1, ,3,2,1,2,3,1,2,2,51,2,8,1,2,1, , , ,1, ,8,2, ,2,2, , ,2,.8049024,.7081513
100310,2,1,190110,1,4,53,4,51059,U,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,2,1,2,1,2,2,1,1,4, ,2, ,1,2,1,1,5,2,1,2,23,6,6,1,2,3, , , ,3, ,9,3,2,1, , , ,2,1.2282957,.9958969
100311,2,1,190110,1,3,45,3,45045,S,2,2,1,1,1,1,1,3, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,2,1,2, ,2,1, ,4,1,1,2,45,1,2,2,44,2,6,1,2,1, , , ,1, ,8,3,2,5,3, , ,2,1.2699325,1.0809982
100312,2,1,190110,1,1,34,5,34013,S,2,2,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,1,2,1,1,3, ,2, ,2,1,1,1,5,1,1,2,32,1,6,2,2,3, , , ,3, ,7,2, ,4,2, , ,1,1.7764571,1.9222286
100313,2,1,190110,1,1,36,5,36061,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,1,2,2,2, ,1,3, ,3,1,1,1,6,1,2,2,48,1,7,1,2,1, , , ,1, ,9,1, ,4,3, , ,1,.7470666,.647083
100314,2,1,190110,1,3,12,4,12011,U,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,2,2,1,2, ,1,2, ,2,1,1,2,3,1,2,1,55,6,6,1,2,1, , , ,1, ,9,1, ,1, , , ,2,.3978784,.3621883
100316,2,1,190110,1,2,39,4,39095,U,2,1,2,2, ,2,2, , , ,2, ,2,2,2,2, ,2,2,1,"Read newspapers and listed to public radio, classical music, etc.", ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,20,1,2,2,75,4,3,3,2,1, , , ,1, ,2,3,2,1, , , ,2,1.1608089,1.1903193
100317,2,1,190110,1,3,45,3,45079,S,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,1,2,2,2,1,2,2,2,1,1, , , ,1,1,1,1,1,1,2,2,19,6,3,7,2,4, , , ,5, ,5,3,2,1, , , ,2,1.1566765,.9734921
100320,2,1,190110,1,2,17,2,17167,U,2,1,2,1,3,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,5,1,2,2,75,5,4,3,2,1, , , ,1, ,3,3,2,2,2, , ,1,.7475996,.9005049
100321,2,1,190110,1,2,17,5,17031,U,2,1,2,2, ,2,2, , , ,1,2,2,2,2,2,1,1,2,2, ,9,1,2,1,2,1,2,2,2,2,5, ,3, ,5,2,1,2,0, , , ,50,5,4,4,2,2, , , ,2, ,3,2, ,1, , , ,1,1.0779576,1.3956361
100322,2,1,190110,1,2,18,3,18163,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,1,1,1,2,2,1, ,1,1,4,1,1,1,2,6,1,2,2,29,6,4,1,2,3, , , ,3, ,3,3,2,2,2, , ,2,2.0078757,1.4361615
100323,2,1,190110,1,2,17,3,17019,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,2,1,2, ,1,1,3,1,1,1,1,20,1,1,2,39,1,4,1,2,1, , , ,1, ,8,4,2,5,2, , ,2,1.3331098,1.1991074
100324,2,1,190110,1,2,20,1,20191,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,2,2,2,2,3,2,1,5,2,1,1,2,6,1,2,2,62,1,5,1,2,1, , , ,1, ,8,1, ,2,2, , ,1,.5725377,.600709
