CASEID,SURV_LANG,FITIN,FRIEND1,FRIEND2,FRIEND3,FRIEND4_1,FRIEND4_2,FRIEND4_3,FRIEND4_4,FRIEND4_5,FRIEND4_6,FRIEND5,FRIEND6_1,FRIEND6_2,FRIEND6_3,FRIEND6_4,FRIEND6_5,FRIEND6_6,FRIEND6_7,DEVICEA,DEVICEB,DEVICEC,DEVICED,HOMEWORKA,HOMEWORKB,HOMEWORKC,INTREQ,GAMING,SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,SOC1,SOC1A_GOOD_1,SOC1A_GOOD_2,SOC1A_GOOD_3,SOC1A_GOOD_4,SOC1A_GOOD_5,SOC1A_GOOD_6,SOC1A_GOOD_7,SOC1A_BAD_1,SOC1A_BAD_2,SOC1A_BAD_3,SOC1A_BAD_4,SOC1A_BAD_5,SOC1A_BAD_6,SOC1A_BAD_7,SOC1A_OTHER,SOC1A_DK_REF,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,SOC4A,SOC4B,SOC4C,SOC4D,SOC5A,SOC5B,SOC5C,SOC6,SOC7_1,SOC7_2,SOC7_3,SOC7_4,SOC7_5,SOC7_6,SOCEXPA,SOCEXPB,SOCEXPC,SOCEXPD,WORRYA,WORRYB,WORRYC,LIMITA,LIMITB,LIMITC,CELL1_1,CELL1_2,CELL1_3,CELL1_4,CELL1_5,CELL1_6,CELL2A,CELL2B,CELL2C,CELL2D,CELL3A,CELL3B,CELL3C,DISTRACT,GROUP1,GROUP2_1,GROUP2_2,GROUP2_3,GROUP2_4,GROUP2_5,GROUP2_6,GROUP2_7,GROUP2_8,GROUP2_9,GROUP2_10,GROUP2_11,GROUP3A,GROUP3B,GROUP3C,GROUP3D,OH1A,OH1B,OH1C,OH1D,OH2A,OH2B,OH2C,OH2D,OH2E,OH2F,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GUN1,GUN2A,GUN2B,GUN2C,GUN2D,GUN2E,GENDER,AGE,P_EDUC,RACETHNICITY,HOME_TYPE,HOUSING,INCOME,INTERNET,PHONESERVICE,METRO,REGION4,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,CO_DATE,DURATION,SURV_MODE,MODE_END,DEVICE,WEIGHT
894,EN,2,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,2,2,1,1,2,3,1,1,0,0,1,0,1,0,0,0,3,3, , , , , , , , , , , , , , , , ,3,3,2,2,2,1,0,1,1,1,1,1,0,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,1,1,0,0,1,1,0,1,1,1,1,1,1,2,2,2,1,1,0,1,0,1,0,1,2,1,1,2,3,2,3,2,0,1,1,0,0,1,0,1,1,0,0,1,2,1,1,1,1,1,1,4,2,3,3,3,3,1,1,1,0,0,0,0,2,2,2,3,2,3,2,13,1,4,1,2,5,0,4,1,4,6,0,1,2,0,3,20180311,9.133333333,2,2,Smartphone,0.888537739
900,EN,2,4,3,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,1,4,2,4,1,1,0,1,1,1,1,0,0,0,3,3, , , , , , , , , , , , , , , , ,2,2,2,2,3,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,2,1,2,1,3,2,2,2,0,0,0,0,0,1,77,2,3,77,1,1,1,2,2,1,0,0,0,0,1,0,1,2,1,1,1,1,2,2,2,1,0,1,0,0,1,0,0,1,0,0,2,2,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,0,1,0,2,1,2,2,1,1,1,15,10,4,3,2,11,1,3,1,2,5,0,0,2,1,2,20180308,13.03333333,2,2,Smartphone,0.117735666
903,EN,1,1,1,3,1,0,1,1,1,0,2,1,1,1,0,1,1,0,1,1,1,1,4,4,3,1,1,1,1,1,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,3,1,2,2,3,1,0,1,0,1,1,1,0,1,1,2,2,3,3,2,3,1,1,2,1,98,98,98,4, , , , , , ,2,2,1,2,3,3,3,2,2,1,0,0,0,0,0,1,1,2,2,2,2,2,4,3,3,1,0,1,0,0,1,0,0,1,0,0,2,1,2,2,3,3,3,3,2,4,2,1,3,3,0,0,0,0,0,1,0,2,1,1,2,1,1,1,13,13,1,1,1,13,1,2,1,4,2,0,0,0,1,1,20180307,56.38333333,2,2,Smartphone,0.405724259
904,EN,1,4,3,2,0,1,0,0,0,0,2,1,1,1,1,1,0,0,1,98,1,1,4,4,4,3,1,0,0,1,0,1,0,0,0,5,2, , , , , , , , , , , , , , ,98, ,4,4,4,2,4,0,0,0,0,0,0,0,1,2,2,2,1,3,3,3,3,1,1,2,1,4,3,4,2,1,1,0,1,0,0,1,3,2,2,3,3,1,1,1,1,0,1,0,1,0,0,4,4,4,4,4,4,4,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,3,1,2,3,2,3,98,4,2,3,0,0,0,0,0,0,1,2,1,98,2,3,4,1,17,9,1,3,2,7,1,4,1,4,6,0,0,1,1,4,20180315,15.36666667,2,2,Desktop,0.68350157
907,EN,2,2,1,2,0,0,0,1,1,0,2,1,1,1,0,0,1,0,1,2,1,1,4,2,4,2,2,1,1,1,1,0,0,0,0,4,3, , , , , , , , , , , , , , , , ,3,4,4,2,2,1,0,1,1,1,0,1,0,1,2,1,1,2,2,3,2,2,1,2,2,2,3,3,3, , , , , , ,1,3,1,2,3,1, ,1,1, ,0,1,0,1,0,0,1,2,1,3,2,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,2,1,1,3,1,2,2,3,3,1,0,1,0,0,0,0,3,1,1,4,2,1,2,16,13,3,1,1,15,1,2,1,2,6,0,1,2,2,2,20180308,11.2,2,2,Smartphone,0.579786382
909,EN,1,1,1,3,0,0,0,1,1,0,2,0,0,0,0,0,1,0,2,2,1,1,4,2,3,1,1,0,1,0,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,4,3,3,1,2,0,0,0,0,0,0,0,1,3,3,2,2,3,3,3,3,1,98,98,98,4,4,4,3, , , , , , ,77,77,77,77, ,1,1, ,2,2, , , , , , , , , , , , , ,4,2,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,1,1,1,1,2,3,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,14,98,4,3,2,3,1,1,1,4,5,0,0,0,2,3,20180308,12.1,2,2,Smartphone,0.90367422
913,EN,1,2,1,3,1,0,1,1,1,0,3,1,1,1,0,1,1,0,1,1,1,1,3,4,2,1,1,1,1,1,1,1,0,1,0,6,1, , , ,1, , , , , , , , , , , , ,3,3,3,3,3,0,0,0,0,0,0,0,1,2,1,2,2,2,3,2,2,2,2,2,1,4,3,2,2,1,1,0,1,1,0,1,4,3,3,3,3,1,1,1,2,1,0,0,0,1,0,1,1,2,3,2,1,3,1,2,0,0,1,1,1,1,0,0,1,0,0,3,3,2,2,1,1,1,1,2,4,4,4,4,4,1,1,0,0,1,1,0,3,2,1,4,4,3,1,17,13,3,1,1,12,1,4,1,2,4,0,0,1,1,2,20180309,27.16666667,2,2,Desktop,0.507077558
916,EN,2,4,1,2,1,0,1,0,1,0,2,1,0,0,0,0,1,0,1,2,1,1,4,2,4,1,1,0,1,0,1,0,0,0,0,4,2, , , , , , , , , , , ,1, , , , ,1,1,1,1,3,1,0,1,0,0,0,1,0,1,1,1,1,2,2,1,3,1,1,2,1,4,4,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,0,2,1,1,2,1,1,2,2,1,0,1,0,1,0,1,1,0,0,1,0,3,2,2,1,1,1,1,1,4,4,3,1,3,4,1,0,1,0,0,0,0,4,1,1,4,1,1,2,14,9,2,3,2,5,1,4,1,3,5,0,0,2,1,2,20180308,15.3,2,2,Smartphone,0.193357673
919,EN,1,4,1,2,0,0,0,0,0,1,3,1,1,1,0,0,1,0,1,1,1,1,4,3,4,1,1,0,1,0,1,1,0,1,0,5,2, , , , , , , , ,1, , , , , , , ,1,1,1,2,4,1,1,0,0,1,1,1,0,2,1,1,1,2,3,3,2,2,2,1,1,3,2,4,3, , , , , , ,1,2,1,1,1,3,1,2,2,1,1,1,0,0,1,0,3,1,1,2,1,1,2,3,4, , , , , , , , , , , , , , , ,1,1,2,1,2,3,2,3,2,1,1,0,0,0,0,0,0,4,1,4,4,1,3,1,15,12,1,1,1,15,1,2,1,3,4,1,0,1,0,2,20180316,7,2,2,Smartphone,2.070945828
921,EN,2,4,1,2,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,1,2,4,3,4,1,1,0,0,0,1,1,0,1,0,4,3, , , , , , , , , , , , , , , , ,2,2,2,4,4,1,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,2,2,1,2,4,2,3,2,1,0,0,0,1,0,2,2,2,3,3,3,3,1,1,1,0,0,0,0,0,1,1,2,2,4,3,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0,2,3,2,2,2,2,1,2,4,4,4,4,4,2,0,0,1,0,0,0,0,2,2,3,2,2,2,2,17,13,1,1,1,17,1,2,1,2,3,0,0,0,1,2,20180308,8.583333333,2,2,Desktop,1.0811804
926,EN,1,1,1,3,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,2,1,1,3,2,3,2,1,1,1,0,1,0,0,0,0,4,2, , , , , , , , ,1, , , , , , , ,4,4,3,2,4,0,0,0,0,0,0,0,1,3,3,2,2,2,2,2,2,2,2,1,1,2,3,1,2,1,1,0,1,1,0,3,4,3,3,1,1,1,2,1,2,0,0,0,0,1,0,3,2,1,3,2,1,3,3,2,0,0,1,0,0,1,0,0,0,0,0,3,3,2,3,1,2,1,1,4,3,2,2,2,2,1,0,0,0,0,1,0,3,1,2,2,1,1,1,16,10,1,1,1,9,1,4,1,3,6,0,0,1,1,4,20180308,23.93333333,2,2,Smartphone,2.316833847
928,EN,1,1,1,3,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,98,1,1,4,2,2,1,1,0,1,1,1,1,0,0,0,4,1,1, , , , ,1, , , , , , , , , , ,2,1,2,2,4,1,1,1,0,0,0,1,0,1,2,1,1,3,2,2,2,1,2,2,1,3,4,1,2,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,1,0,1,0,0,0,1,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,2,1,1,4,1,1,4,2,0,0,1,0,0,0,0,1,1,1,4,1,4,2,16,9,4,1,1,7,1,2,1,3,6,0,0,3,2,4,20180320,18.88333333,2,2,Smartphone,0.487016979
929,EN,2,3,1,3,1,1,0,1,1,0,3,1,1,1,0,0,1,0,1,2,1,1,2,3,4,2,1,1,1,1,1,0,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,4,2,3,4,0,0,0,0,0,0,0,1,3,3,2,3,2,3,1,2,2,2,2,2,4,4,4,4, , , , , , ,4,2,4,4,1,1,3,1,1,1,1,1,0,1,0,0,3,1,2,1,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,2,1,2,3,4,3,2,1,3,3,1,0,1,0,1,1,0,2,3,2,2,1,1,2,15,14,1,1,1,14,1,4,1,3,5,0,0,1,1,3,20180309,6.166666667,2,2,Smartphone,1.937765172
933,EN,1,4,1,2,0,0,0,0,0,1,2,1,1,1,0,1,1,0,1,1,2,2,3,2,4,1,1,0,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,1,2,2,2,3,1,1,1,0,1,0,1,0,2,1,2,1,3,2,3,2,2,1,2,1,2,3,1,2,1,0,0,1,0,0,2,4,1,2,2,1,2,1,1,1,1,0,1,0,1,0,1,2,2,3,2,1,2,4,1,0,0,0,1,0,0,0,0,0,1,0,3,1,2,2,1,1,2,2,2,3,2,1,2,4,1,0,1,0,0,0,0,3,3,3,3,3,1,2,16,7,2,1,1,7,1,2,1,2,5,0,0,1,1,3,20180323,42.63333333,2,2,Smartphone,0.549469872
936,EN,2,3,1,2,1,0,1,1,1,0,2,1,1,1,1,0,1,0,1,1,1,2,3,3,4,1,2,1,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,3,3,2,3,1,1,1,1,1,1,1,0,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,0,0,1,1,0,2,3,2,1,3,1, ,1,1, ,1,1,0,0,1,0,2,2,1,2,2,1,2,2,3,1,0,0,0,0,1,1,1,0,1,0,2,1,1,1,1,1,1,1,3,3,4,3,2,4,1,0,1,0,1,0,0,2,1,1,4,2,2,2,16,11,3,1,1,14,1,2,0,2,6,0,1,2,1,2,20180322,11.41666667,2,2,Smartphone,0.299879668
939,EN,2,2,1,3,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,2,1,1,4,4,4,1,1,1,1,0,1,1,0,0,0,2,3, , , , , , , , , , , , , , , , ,4,2,2,1,3,1,0,1,0,0,0,0,0,1,1,1,1,3,3,3,2,1,1,2,1,4,4,2,2,0,0,0,0,1,0,1,2,1,2,1,3,3,2,2,1,1,0,0,0,1,0,1,2,1,3,2,1,4,2,3,0,0,1,0,0,1,0,0,0,0,0,2,2,2,1,1,1,1,1,1,2,2,2,3,1,0,0,0,0,0,0,1,3,1,1,3,2,1,1,13,10,4,2,2,6,0,4,1,1,3,0,0,2,0,1,20180406,15.08333333,2,2,Smartphone,0.104415693
940,EN,2,4,3,3,0,0,0,0,1,0,1, , , , , , , ,1,2,1,1,4,3,4,1,1,1,1,1,1,1,0,0,0,4,2, , , , , , , , , , , , ,1, , , ,3,3,2,4,4,1,0,1,0,0,0,0,0,2,3,2,3,2,2,2,3,2,2,1,2,2,2,4,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,1,2,0,1,0,1,0,0,3,1,1,2,4,4,4,2,4, , , , , , , , , , , , , , , ,1,2,1,1,3,4,3,2,1,4,0,0,0,0,0,0,1,2,3,4,3,1,3,2,13,13,1,1,1,8,1,4,1,2,2,0,0,0,1,1,20180310,16.65,2,2,Smartphone,0.312485566
941,EN,1,3,1,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2,1,1,4,4,4,2,1,1,1,1,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,2,3,3,3,4,0,0,1,0,0,0,0,0,3,3,2,2,3,3,3,3,1,1,1,1,3,4,3,3, , , , , , ,77,77,3,77,3,3,3,2,2,2,0,0,0,0,0,1,3,2,2,2,4,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,2,1,1,3,4,4,4,2,4,2,0,0,0,0,0,0,1,3,2,4,1,2,4,2,13,9,1,1,1,8,1,2,0,2,4,0,0,0,2,2,20180308,10.66666667,2,2,Smartphone,1.206169767
945,EN,2,2,1,3,0,0,0,1,1,0,3,1,1,1,0,0,1,0,1,2,1,1,4,3,3,2,1,1,1,1,1,1,0,0,0,4,1, ,1, , , , , , , , , , , , , , ,3,3,2,3,2,1,0,0,0,1,0,1,0,1,1,1,1,3,2,3,3,1,1,2,1,2,1,2,3, , , , , , ,1,2,1,2,1,1,3,2,2,1,1,0,1,0,1,0,1,2,2,3,1,1,3,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,3,1,2,2,3,2,2,1,2,1,1,1,1,1,0,0,3,1,1,4,1,2,1,16,12,4,1,1,10,1,4,1,3,5,0,0,1,1,3,20180324,56.3,2,2,Smartphone,0.553737827
956,EN,1,3,3,3,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,2,1,1,3,3,4,2,1,1,0,0,1,1,0,0,0,5,2, , , , , , , , , , , , , , ,98, ,4,3,3,1,4,1,0,0,0,0,0,0,0,3,3,3,3,3,1,3,3,2,2,1,2,4,4,4,2,1,1,0,0,1,0,3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,1,2,2,3,2,3,4,3,2,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,2,3,3,2,2,3,1,1,0,0,1,0,0,1,1,1,1,1,1,1,14,10,4,1,1,12,1,3,1,2,6,0,1,1,2,2,20180325,19.03333333,1,1,Desktop,0.279321216
962,EN,1,3,1,3,0,0,1,1,1,0,3,1,1,1,0,0,1,0,1,1,1,1,3,2,3,3,1,0,0,0,0,1,0,0,0, ,3, , , , , , , , , , , , , , , , ,1,2,2,2,3,1,0,1,0,1,0,1,0,1,2,1,2,2,2,2,2,1,2,1,2,4,4,4,3, , , , , , ,2,2,2,2,3,3,3,1,1,1,0,0,0,0,0,1,2,2,2,3,2,1,3,2,2,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,1,3,1,1,3,3,2,3,3,3,0,0,0,0,0,1,0,3,2,2,2,2,2,2,13,12,1,4,2,10,1,2,1,3,5,0,1,1,1,2,20180310,13,2,2,Smartphone,0.252714705
964,EN,1,2,1,2,0,0,0,1,0,0,2,1,1,1,1,0,1,0,2,1,1,1,4,4,4,2,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , , ,1, , , , , , ,4,4,4,2,4,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,2,1,2,2,2,4,4,3, , , , , , ,2,4,3,3,3,3,1,1,2,1,0,0,0,0,0,1,1,1,1,2,3,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,1,2,1,1,3,3,3,3,3,3,1,1,1,0,0,1,0,3,2,4,2,2,4,1,16,10,1,1,2,11,1,3,0,3,5,0,0,0,2,3,20180313,12.28333333,2,2,Desktop,0.512130106
966,EN,1,4,1,3,0,1,0,1,1,0,3,1,1,1,0,1,1,0,1,2,1,1,3,3,2,1,1,0,0,0,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,4,4,3,2,4,0,0,0,0,0,0,0,1,2,3,1,3,3,2,3,2,1,1,1,2,4,4,4,3, , , , , , ,3,4,2,1,1,3,3,1,2,1,1,0,0,0,0,0,1,3,1,2,1,1,3,3,3,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,3,4,3,2,2,3,1,1,1,0,0,0,0,2,2,1,4,2,2,1,13,12,3,1,1,15,1,2,1,3,4,0,0,1,1,2,20180327,22.66666667,2,2,Smartphone,0.716227801
969,EN,2,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,0,1,1,1,1,2,3,2,1,1,1,1,0,1,1,0,0,0,2,2, , , , , , , , , , ,1, , , , , ,1,4,3,3,3,0,0,0,0,0,0,0,1,1,2,2,98,2,3,2,3,1,98,2,2,1,1,2,2,0,0,0,0,1,0,2,2,2,3,2,98,3,1,2,1,0,1,0,0,0,0,1,1,3,1,2,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,3,2,3,2,3,2,2,1,1,1,2,2,1,1,1,1,0,0,1,1,0,1,1,2,2,1,1,2,17,11,2,1,2,9,1,4,1,2,5,1,0,0,1,3,20180309,5,2,2,Smartphone,0.5125225
971,EN,2,2,3,3,0,0,0,1,0,0,2,1,1,0,0,0,1,0,1,1,1,1,4,3,4,1,1,0,1,0,1,1,0,0,0,4,1,1, , , , , , , , , , , , , , , ,1,2,1,2,3,1,0,0,0,0,0,1,0,2,2,1,1,3,2,3,3,1,1,2,1,1,2,2,2,0,0,0,1,0,0,3,3,3,3,2,3,2,2,2,2,0,0,1,0,1,0,2,1,1,4,2,3,2,4,3,0,1,0,0,0,1,0,0,0,0,0,1,3,2,3,3,3,3,2,4,3,4,3,3,3,0,0,0,0,0,0,1,2,1,1,2,1,1,2,15,14,4,1,1,11,1,2,1,4,4,0,0,1,1,2,20180308,9.8,2,2,Desktop,0.396600453
973,EN,2,3,4,3,0,1,0,1,1,0,2,1,0,1,0,0,0,0,1,2,1,1,4,4,4,2,1,0,0,1,1,1,0,0,0,3,2, , , , , , , , , , , , ,1, , , ,4,3,4,2,4,1,0,1,0,0,1,0,0,3,3,1,2,3,2,2,3,2,1,1,1,1,4,4,3, , , , , , ,3,3,3,2,1,3,3,1,1,1,0,0,0,0,0,1,2,1,1,2,2,2,4,2,3,0,0,0,0,0,0,1,1,0,0,0,2,3,3,3,1,1,1,1,4,4,3,1,2,4,0,0,0,0,1,0,0,3,3,4,4,3,2,2,16,12,1,1,1,10,1,4,0,2,5,0,0,0,2,3,20180308,31.05,2,2,Smartphone,0.986769651
976,EN,2,1,2,2,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,2,1,1,2,1,2,3,1,1,1,0,1,1,0,0,0,4,1, , , ,1, , , , , , , , , , , , ,3,98,98,98,98,0,0,0,1,0,0,0,0,2,2,3,2,2,3,1,1,2,1,1,1,2,2,2,2,0,0,0,1,0,0,3,2,2,1,1,1,3,1,1,1,0,0,0,0,0,1,4,2,2,2,4,1,3,98,2,1,0,0,0,1,0,0,0,0,0,0,1,3,2,2,2,2,2,2,3,1,2,3,2,2,0,0,0,0,0,1,0,2,4,4,2,2,3,1,14,12,1,1,1,18,1,2,1,1,6,0,0,1,1,5,20180403,6.383333333,2,2,Smartphone,0.532748409
986,EN,1,2,1,2,0,1,1,1,1,0,2,1,0,1,0,1,1,0,1,98,1,98,4,3,4,2,1,0,1,0,1,1,0,0,0,4,2, , , , , , , , , , , , , ,1, , ,4,2,2,3,2,1,0,0,0,0,0,0,0,1,2,1,3,2,2,3,3,2,1,1,1,2,2,3,1,0,0,0,0,1,0,4,4,3,4,3,1,2,2,2,1,1,0,0,0,1,0,1,1,2,2,2,1,3,4,4, , , , , , , , , , , , , , , ,3,3,1,2,3,4,4,2,4,3,1,0,0,0,1,0,0,3,1,4,4,1,3,1,15,12,1,1,1,18,1,2,1,4,5,0,0,0,1,4,20180404,16.81666667,2,2,Desktop,1.778177491
992,EN,1,1,2,3,0,0,0,0,1,0,4,1,1,0,0,1,1,0,1,1,2,1,4,3,4,1,1,0,1,1,1,1,1,0,0,5,3, , , , , , , , , , , , , , , , ,2,4,2,2,4,1,0,1,0,0,0,1,0,2,1,1,2,2,3,2,3,1,1,2,1,2,3,2,3, , , , , , ,1,2,2,2,1,3,1,1,1,1,1,0,0,0,0,0,2,2,1,3,2,3,4,2,2,1,0,1,0,0,1,0,0,1,0,0,2,2,2,1,1,2,1,1,3,3,3,1,2,2,0,0,0,0,0,0,1,3,2,1,3,1,2,1,16,9,2,1,1,1,1,2,0,3,6,0,1,2,1,2,20180324,20.15,2,2,Smartphone,1.784318851
993,EN,1,1,1,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,4,2,2,1,1,0,1,0,1,0,0,0,0,4,3, , , , , , , , , , , , , , , , ,4,2,3,3,4,0,0,0,0,0,0,0,1,3,2,3,3,2,2,2,2,2,2,1,1,4,4,3,3, , , , , , ,3,2,3,3,1,1,2,2,2,2,0,0,0,0,0,1,2,2,1,2,4,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,3,3,3,2,1,1,1,1,4,3,3,3,3,3,1,0,1,0,0,1,0,3,1,1,4,1,2,2,15,13,1,1,1,16,1,2,1,3,4,0,0,1,1,2,20180316,10.65,2,2,Smartphone,1.212061853
994,EN,1,4,2,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,2,1,1,4,3,4,1,1,0,1,0,0,1,0,0,0,2,3, , , , , , , , , , , , , , , , ,98,3,3,2,4,1,0,1,0,0,0,0,0,2,1,2,2,3,2,3,3,2,2,2,1,2,3,3,2,1,0,0,1,0,0,2,3,2,2,1,2,2,1,1,1,0,0,0,0,0,1,1,2,2,3,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,1,0,0,1,0,3,1,2,3,1,2,1,15,10,1,3,2,14,1,4,1,2,2,0,0,0,1,1,20180308,11.55,2,2,Desktop,0.441256327
995,EN,2,4,1,3,0,0,1,1,1,0,2,1,1,0,0,0,1,0,1,2,1,1,4,3,4,1,1,1,1,1,1,1,1,0,0,2,1, , , , , , , , , , , , , , ,98, ,2,4,2,2,4,1,0,1,0,1,0,1,0,1,2,1,3,2,3,2,2,2,1,2,2,4,4,4,2,0,0,1,0,1,0,3,2,1,2,1,1,3,2,2,2,1,0,0,0,1,0,3,2,2,2,2,1,2,2,3,0,1,0,1,1,0,0,0,1,0,0,2,1,1,1,1,1,1,1,3,4,4,3,4,4,0,0,0,0,1,1,0,1,1,1,4,1,3,2,16,13,1,1,1,14,1,2,1,2,5,0,0,1,2,2,20180401,10.31666667,2,2,Smartphone,0.229198199
1000,EN,2,3,4,2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2,1,1,4,2,4,1,1,1,1,0,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,4,2,2,3,0,0,1,0,0,0,1,0,2,2,2,2,3,2,3,3,2,2,1,2,4,4,4,4, , , , , , ,4,2,4,2,1,3,2,1,1,1,1,0,0,0,0,0,2,2,2,4,2,2,3,2,3,0,1,1,0,0,0,0,0,1,0,0,2,3,2,1,1,1,1,1,3,4,3,2,3,3,0,0,0,0,0,0,1,1,2,2,2,2,1,2,15,14,4,1,2,13,1,4,1,3,6,0,0,0,1,5,20180322,19.21666667,2,2,Smartphone,0.4238828
1001,EN,2,1,1,3,0,0,0,1,1,0,3,1,0,1,0,0,1,0,1,1,1,1,4,2,4,2,1,0,1,0,1,1,0,0,0,4,2, , , , , , , , ,1, ,1, , , , , ,4,2,2,3,3,1,1,1,0,0,0,0,0,2,1,1,1,3,3,3,2,2,1,2,1,3,4,4,3, , , , , , ,1,3,1,2,3,3,1,1,1,1,0,0,0,0,0,1,1,2,1,3,2,1,3,4,4, , , , , , , , , , , , , , , ,1,2,2,1,2,4,3,3,4,4,0,0,0,0,0,1,0,3,1,3,4,1,3,1,14,13,1,1,1,18,1,1,1,1,4,0,0,0,1,3,20180402,9.05,2,2,Smartphone,0.555206552
1007,EN,2,1,2,3,0,1,0,1,1,0,2,0,1,0,0,0,1,0,1,1,1,1,4,4,4,2,1,1,1,0,1,1,0,0,0,2,2, , , , , , , , ,1, , , , , , , ,1,2,2,2,1,1,0,1,0,0,0,0,0,1,2,1,2,3,3,3,2,1,1,2,1,1,1,1,2,0,1,0,0,0,0,3,3,3,4,1,1,1,2,2,2,0,0,0,0,0,1,3,3,4,4,2,1,1,2,2,0,1,0,0,0,0,0,1,0,1,0,3,3,1,2,1,1,3,2,2,3,2,2,3,1,0,0,0,0,0,0,1,1,2,3,3,3,2,2,14,14,3,1,1,16,1,2,1,2,5,0,0,2,1,2,20180406,6.533333333,2,2,Smartphone,0.486165785
1013,EN,1,3,4,2,0,1,0,0,1,0,3,1,1,1,0,1,1,0,1,1,1,1,4,2,3,2,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , , , ,1, , , , , ,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,3,2,2,1,3,2,2,2,1,2,2,3,3,4, , , , , , ,1,2,1,3,1,3,3,2,1,1,0,1,0,0,0,0,2,2,1,1,4,1,3,3,2,0,0,0,0,0,1,0,1,0,0,0,3,3,2,2,1,1,2,1,3,4,2,1,2,3,0,0,0,0,0,0,1,2,1,4,2,1,3,2,14,13,3,1,1,12,1,2,1,3,4,1,0,0,0,3,20180308,12.9,2,2,Smartphone,0.985034756
